Lok Sabha,Member Name,Gender,Constituency Name,State Name,Party Name
Eighth Lok Sabha,Shri Prakash V. Patil,Male,Sangli,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Shivraj V. Patil,Male,Latur,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Uttamrao Deorao Patil,Male,Yavatmal,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Veerendra Patil,Male,Gulbarga,Karnataka,Congress (I)
Eighth Lok Sabha,Shri Vijay Kumar Naval Patil,Male,Erandol,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Yashwantrao Gadakh Patil,Male,Ahmednagar,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Biju Patnaik,Male,Kendrapara,Odisha,Janata Party
Eighth Lok Sabha,Shri Jagnath Patnaik,Male,Kalahandi,Odisha,Congress (I)
Eighth Lok Sabha,Smt. Jayanti Patnaik,Female,Cuttack,Odisha,Congress (I)
Eighth Lok Sabha,Shri Balasaheb Pawar,Male,Jalna,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Satyanarayan Pawar,Male,Ujjain-SC,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Sharad Chandra Govindrao Pawar,Male,Baramati,Maharashtra,Congress (S)
Eighth Lok Sabha,Shri Puchalapalli Penchalaiah,Male,Nellore-SC,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Dr. P. Vallal Peruman,Male,Chidambaram-SC,Tamil Nadu,Congress (I)
Eighth Lok Sabha,Shri Rajesh Pilot,Male,Dausa,Rajasthan,Congress (I)
Eighth Lok Sabha,Shri Janardhana Poojary,Male,Mangalore,Karnataka,Congress (I)
Eighth Lok Sabha,Shri Shantaram Potdukhe,Male,Chandrapur,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri R. Prabhu,Male,Nilgiris,Tamil Nadu,Congress (I)
Eighth Lok Sabha,Shri K.N. Pradhan,Male,Bhopal,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Khagapati Pradhani,Male,Nowrangpur-ST,Odisha,Congress (I)
Eighth Lok Sabha,Shri Prakash Chandra,Male,Barh,Bihar,Congress (I)
Eighth Lok Sabha,Shri V. Sreenivasa Prasad,Male,Chamrajanagar-SC,Karnataka,Janata Party
Eighth Lok Sabha,Shri Puran Chandra,Male,Hathras-SC,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Banwari Lal Purohit,Male,Nagpur,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Vakkom Purushothaman,Male,Alleppey,Kerala,Congress (I)
Eighth Lok Sabha,Shri Aziz Qureshi,Male,Satna,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Ataur Rahman,Male,Barpeta,Assam,Asom Gana Parishad
Eighth Lok Sabha,Shri I. Rama Rai,Male,Kasaragod,Kerala,Congress (I)
Eighth Lok Sabha,Shri Raj Kumar Rai,Male,Ghosi,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Ram Deo Rai,Male,Samastipur,Bihar,Congress (I)
Eighth Lok Sabha,Dr. Vadivelu Rajeshwaran,Male,Ramanathapuram,Tamil Nadu,Congress (I)
Eighth Lok Sabha,Dr. G.S. Rajhans,Male,Jhanjharpur,Bihar,Congress (I)
Eighth Lok Sabha,Shri Bhupati Vijaya Kumar Raju,Male,Narasapur,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri Poosapati Ananda Gajapathi Raju,Male,Bobbili,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri Ram Ratan Ram,Male,Hajipur-SC,Bihar,Congress (I)
Eighth Lok Sabha,Shri Ram Swaroop Ram,Male,Gaya-SC,Bihar,Congress (I)
Eighth Lok Sabha,Shri Ram Awadh Prasad,Male,Basti-SC,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Ram Dhan,Male,Lalganj-SC,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Ram Samujhavan,Male,Saidpur-SC,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Ram Singh,Male,Hardwar-SC,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Dr. Bolla Bulli Ramaiah,Male,Eluru,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri Sode Ramaiah,Male,Bhadrachalam-ST,Andhra Pradesh,Communist Party of India
Eighth Lok Sabha,Shri Vazhappady Koothappadayachi Ramamurthy,Male,Krishnagiri,Tamil Nadu,Congress (I)
Eighth Lok Sabha,Shri Balwant Singh Ramoowalia,Male,Sangrur,Punjab,Akali Dal
Eighth Lok Sabha,Shri H.G. Ramulu,Male,Koppal,Karnataka,Congress (I)
Eighth Lok Sabha,Shri Rana Vir Singh,Male,Kaiserganj,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Prof. Nayakulu G. Ranga,Male,Guntur,Andhra Pradesh,Congress (I)
Eighth Lok Sabha,Shri K.H. Ranganath,Male,Chitradurga,Karnataka,Congress (I)
Eighth Lok Sabha,Shri Aithabathula J.Venkata Butchi Maheshwara Rao,Male,Amalapuram-SC,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Dr. G. Vijaya Rama Rao,Male,Siddipet-SC,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri J. Vengala Rao,Male,Khammam,Andhra Pradesh,Congress (I)
Eighth Lok Sabha,Shri Juvvadi Chokka Rao,Male,Karimnagar,Andhra Pradesh,Congress (I)
Eighth Lok Sabha,Dr. Kavuri Samba Siva Rao,Male,Machilipatnam,Andhra Pradesh,Congress (I)
Eighth Lok Sabha,Shri P.V. Narasimha Rao,Male,Ramtek,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Rachakonda Jagannath Rao,Male,Berhampur,Odisha,Congress (I)
Eighth Lok Sabha,Shri V. Krishna Rao,Male,Chikballapur,Karnataka,Congress (I)
Eighth Lok Sabha,Shri Vadde Sobhanadreeswara Rao,Male,Vijayawada,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri Rao Birendra Singh,Male,Mahendragarh,Haryana,Janata Party
Eighth Lok Sabha,Shri Somnath Rath,Male,Aska,Odisha,Congress (I)
Eighth Lok Sabha,Shri Amarsinh Rathawa,Male,Chhota Udaipur-ST,Gujarat,Congress (I)
Eighth Lok Sabha,Shri Uttam B. Rathod,Male,Hingoli,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Mohar Singh Rathore,Male,Churu,Rajasthan,Congress (I)
Eighth Lok Sabha,Shri Bhola Raut,Male,Bagaha-SC,Bihar,Congress (I)
Eighth Lok Sabha,Shri Navin Ravani,Male,Amreli,Gujarat,Congress (I)
Eighth Lok Sabha,Shri Harish Rawat,Male,Almora,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Kamla Prasad Rawat,Male,Barabanki-SC,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Prabhu Lal Rawat,Male,Banswara-ST,Rajasthan,Congress (I)
Eighth Lok Sabha,Dr. Sudhir Ray,Male,Burdwan,West Bengal,Communist Party of India (Marxist)
Eighth Lok Sabha,Shri C. Madhava Reddi,Male,Adilabad,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri Bezawada Papi Reddy,Male,Ongole,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri Bhim Narsinha Reddy,Male,Miryalguda,Andhra Pradesh,Communist Party of India (Marxist)
Eighth Lok Sabha,Shri Chandupatla Janga Reddy,Male,Hanamkonda,Andhra Pradesh,Bharatiya Janata Party
Eighth Lok Sabha,Dr. D.N. Reddy,Male,Cuddapah,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri E. Ayyapu Reddy,Male,Kurnool,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri Jaipal Sudini Reddy,Male,Mahbubnagar,Andhra Pradesh,Congress (I)
Eighth Lok Sabha,Shri K. Ramachandra Reddy,Male,Hindupur,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri M. Raghuma Reddy,Male,Nalgonda,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri M. Subba Reddy,Male,Nandyal,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri P. Manik Reddy,Male,Medak,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri Baju Ban Riyan,Male,Tripura East-ST,Tripura,Communist Party of India (Marxist)
Eighth Lok Sabha,Dr. Saradish Roy,Male,Bolpur,West Bengal,Communist Party of India (Marxist)
Eighth Lok Sabha,Shri Amar Roy Pradhan,Male,Cooch Behar-SC,West Bengal,All India Forward Bloc
Eighth Lok Sabha,Shri Ajit Kumar Saha,Male,Vishnupur-SC,West Bengal,Communist Party of India (Marxist)
Eighth Lok Sabha,Shri Gadadhar Saha,Male,Birbhum-SC,West Bengal,Communist Party of India (Marxist)
Eighth Lok Sabha,Smt. Krishna Sahi,Female,Begusarai,Bihar,Congress (I)
Eighth Lok Sabha,Shri Shiv Prasad Sahu,Male,Ranchi,Bihar,Congress (I)
Eighth Lok Sabha,Shri Gakul Saikia,Male,Lakhimpur,Assam,Asom Gana Parishad
Eighth Lok Sabha,Shri Muhi Ram Saikia,Male,Nowgong,Assam,Asom Gana Parishad
Eighth Lok Sabha,Shri Ebrahim Sulaiman Sait,Male,Manjeri,Kerala,Muslim League
Eighth Lok Sabha,Shri Kalicharan Sakargayam,Male,Khandwa,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Prof. Salahuddin,Male,Godda,Bihar,Congress (I)
Eighth Lok Sabha,Dr. Datta Samant,Male,Bombay South Central,Maharashtra,Independent
Eighth Lok Sabha,Shri Chimata Sambu,Male,Bapatla,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri Purno Agitok Sangma,Male,Tura,Meghalaya,Congress (I)
Eighth Lok Sabha,Shri Williamson A. Sangma,Male,Tura,Meghalaya,Congress (I)
Eighth Lok Sabha,Shri Ashkaran Sankhwar,Male,Ghatampur-SC,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Dr. Sankta Prasad,Male,Misrikh-SC,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Manik Sanyal,Male,Jalpaiguri,West Bengal,Communist Party of India (Marxist)
Eighth Lok Sabha,Shri Vasant Sathe Purushottam,Male,Wardha,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri P.M. Sayeed,Male,Lakshadweep-ST,Lakshadweep,Congress (I)
Eighth Lok Sabha,Shri Madhavrao Scindia,Male,Gwalior,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri P. Selvendran,Male,Periyakulam,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Eighth Lok Sabha,Shri Ashok Kumar Sen,Male,Calcutta North West,West Bengal,Congress (I)
Eighth Lok Sabha,Shri Bhola Nath Sen,Male,Calcutta South,West Bengal,Congress (I)
Eighth Lok Sabha,Shri Ananta Prasad Sethi,Male,Bhadrak-SC,Odisha,Congress (I)
Eighth Lok Sabha,Shri Prakash Chand Sethi,Male,Indore,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Anoopchand Khimchand Shah,Male,Bombay North,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Syed Shahabuddin,Male,Kishanganj,Bihar,Janata Party
Eighth Lok Sabha,Shri Laliteshwar Prasad Shahi,Male,Muzaffarpur,Bihar,Congress (I)
Eighth Lok Sabha,Dr. Bihari Lal Shailesh,Male,Chail-SC,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Prof. Nirmla Kumari Shaktawat,Female,Chittorgarh,Rajasthan,Congress (I)
Eighth Lok Sabha,Shri Shankar Lal,Male,Pali,Rajasthan,Congress (I)
Eighth Lok Sabha,Shri K.V. Shankaragowda,Male,Mandya,Karnataka,Janata Party
Eighth Lok Sabha,Shri B. Shankaranand,Male,Chikkodi-SC,Karnataka,Congress (I)
Eighth Lok Sabha,Shri A.C. Shanmugam,Male,Vellore,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Eighth Lok Sabha,Shri Panchanatham Shanmugam,Male,Pondicherry,Pondicherry,Congress (I)
Eighth Lok Sabha,Smt. Shanti Devi,Female,Sambhal,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Chiranji Lal Sharma,Male,Karnal,Haryana,Congress (I)
Eighth Lok Sabha,Pandit Nand Kishore Sharma,Male,Balaghat,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Nawal Kishore Sharma,Male,Jaipur,Rajasthan,Congress (I)
Eighth Lok Sabha,Shri Pratap Bhanu Sharma,Male,Vidisha,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Hari Krishna Shastri,Male,Fatehpur,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Saleem Iqbal Shervani,Male,Budaun,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Damodar Barku Shingada,Male,Dahanu-ST,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Vidya Charan Shukla,Male,Mahasamund,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Hafiz Mohd. Siddiq,Male,Moradabad,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Shanmukhappa Basappa Sidnal,Male,Belgaum,Karnataka,Congress (I)
Eighth Lok Sabha,Shri Sivanandam Singaravadivel,Male,Thanjavur,Tamil Nadu,Congress (I)
Eighth Lok Sabha,Shri A. Singh,Male,South Delhi,Delhi,Independent
Eighth Lok Sabha,Shri Bhanu Pratap Singh,Male,Pilibhit,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Birinder Singh,Male,Hissar,Haryana,Congress (I)
Eighth Lok Sabha,Kunwar Chandra Pratap Narain Singh,Male,Padrauna,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Charanjit Singh,male,Ropar-SC,Punjab,Akali Dal
Eighth Lok Sabha,Shri Dharam Gaj Singh,Male,Shahabad,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri K. Natwar Singh,Male,Bharatpur,Rajasthan,Congress (I)
Eighth Lok Sabha,Shri Kamla Prasad Singh,Male,Jaunpur,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Kedar Nath Singh,Male,Hapur,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Krishna Singh,Male,Bhind,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Lal Vijay Pratap Singh,Male,Surguja-ST,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Smt. Madhuri Singh,Female,Purnea,Bihar,Congress (I)
Eighth Lok Sabha,Smt. Manorama Singh,Female,Banka,Bihar,Congress (I)
Eighth Lok Sabha,Shri Motilal Singh,Male,Sidhi-ST,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Prof. N. Tombi Singh,Male,Inner Manipur,Manipur,Congress (I)
Eighth Lok Sabha,Kumari Pushpa Devi Singh,Female,Raigarh-ST,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Raj Karan Singh,Male,Sultanpur,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Ram Bahadur Singh,Male,Chapra,Bihar,Janata Party
Eighth Lok Sabha,Shri Ram Narain Singh,Male,Bhiwani,Haryana,Lok Dal
Eighth Lok Sabha,Shri Ram Pal Singh,Male,Amroha,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Ramashray Prasad Singh,Male,Jahanabad,Bihar,Communist Party of India
Eighth Lok Sabha,Shri Santosh Kumar Singh,Male,Azamgarh,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Shaminder Singh,Male,Faridkot,Punjab,Akali Dal
Eighth Lok Sabha,Shri Shankar Dayal Singh,Male,Dhanbad,Bihar,Congress (I)
Eighth Lok Sabha,Shri Shivendra Bahadur Singh,Male,Rajnandgaon,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Surendra Pal Singh,Male,Bulandshahar,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Swami Prasad Singh,Male,Hamirpur,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Tilakdhari Prasad Singh,Male,Kodarma,Bihar,Congress (I)
Eighth Lok Sabha,Shri Vishwanath Pratap Singh,Male,Allahabad,Uttar Pradesh,Independent
Eighth Lok Sabha,"AVSM, Brig.(Retd.) Kamakhya Prasad Singh Deo",Male,Dhenkanal,Odisha,Congress (I)
Eighth Lok Sabha,Shri Atish Chandra Sinha,Male,Berhampore,West Bengal,Congress (I)
Eighth Lok Sabha,Smt. Kishori Sinha,Female,Vaishali,Bihar,Congress (I)
Eighth Lok Sabha,Smt. Ramdulari Sinha,Female,Sheohar,Bihar,Congress (I)
Eighth Lok Sabha,Shri Satyendra Narayan Sinha,Male,Aurangabad,Bihar,Congress (I)
Eighth Lok Sabha,Shri Manku Ram Sodi,Male,Bastar-ST,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Kalyan Singh Solanki,Male,Aonla,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Natwarsinh Kesarsinh Solanki,Male,Kapadvanj,Gujarat,Congress (I)
Eighth Lok Sabha,Shri N.V.N. Somu,Male,Madras North,Tamil Nadu,Dravida Munnetra Kazhagam
Eighth Lok Sabha,Shri Harihar Soren,Male,Keonjhar-ST,Odisha,Congress (I)
Eighth Lok Sabha,Shri N. Soundararajan,Male,Sivakasi,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Eighth Lok Sabha,Prof. Saifuddin Soz,Male,Baramullah,Jammu and Kashmir,National Conference
Eighth Lok Sabha,General Rajindar Singh Sparrow,Male,Jullundur,Punjab,Congress (I)
Eighth Lok Sabha,Shri Sri Hari Rao Chundru,Male,Rajahmundry,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri A.G. Subburaman,Male,Madurai,Tamil Nadu,Congress (I)
Eighth Lok Sabha,Shri Sudarsan Das,Male,Karimganj-SC,Assam,Congress (S)
Eighth Lok Sabha,Shri Palakondrayudu Sugavasi,Male,Rajampet,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri Sukh Ram,Male,Mandi,Himachal Pradesh,Congress (I)
Eighth Lok Sabha,Smt. Indubala Sukhadia,Female,Udaipur,Rajasthan,Congress (I)
Eighth Lok Sabha,Smt. Sukhbuns Kaur,Female,Gurdaspur,Punjab,Congress (I)
Eighth Lok Sabha,Shri Krishan Datt Sultanpuri,Male,Shimla-SC,Himachal Pradesh,Congress (I)
Eighth Lok Sabha,Shri Rampiyare Suman,Male,Akbarpur-SC,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Bagun Sumbrui,Male,Singhbhum-ST,Bihar,Congress (I)
Eighth Lok Sabha,Shri N. Sundararaj,Male,Pudukkottai,Tamil Nadu,Congress (I)
Eighth Lok Sabha,Shri Sunder Lal,Male,Hardwar-SC,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Chaudhary Sunder Singh,Male,Phillaur-SC,Punjab,Congress (I)
Eighth Lok Sabha,Shri Narsing Hulla Suryawanshi,Male,Bidar-SC,Karnataka,Congress (I)
Eighth Lok Sabha,Shri Gilbert G. Swell,Male,Shillong,Meghalaya,Independent
Eighth Lok Sabha,Shri Gopal Kalan Tandel,Male,Daman and Diu,Daman and Diu,Congress (I)
Eighth Lok Sabha,Shri Bhadreswar Tanti,Male,Kaliabor,Assam,Asom Gana Parishad
Eighth Lok Sabha,Shri Tapeshwar Singh,Male,Bikramganj,Bihar,Congress (I)
Eighth Lok Sabha,Prof. K.K. Tewary,Male,Buxar,Bihar,Congress (I)
Eighth Lok Sabha,Smt. Usha Thakker,Female,Kutch,Gujarat,Congress (I)
Eighth Lok Sabha,Dr. Chandreshwar Prasad Thakur,Male,Patna,Bihar,Congress (I)
Eighth Lok Sabha,Dr. Munisamy Thambidurai,Male,Dharmapuri,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Eighth Lok Sabha,Shri Thomas Thampan,Male,Mavelikara,Kerala,Janata Party
Eighth Lok Sabha,Shri S. Thangaraju,Male,Perambalur-SC,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Eighth Lok Sabha,Kumari D.K. Tharadevi,Female,Chikmagalur,Karnataka,Congress (I)
Eighth Lok Sabha,Prof. Kuruppassery Varkey Thomas,Male,Ernakulam,Kerala,Congress (I)
Eighth Lok Sabha,Shri Sandipan Bhagwan Thorat,Male,Pandharpur-SC,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Gopal Krishna Thota,Male,Kakinada,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri Prem Khandu Thungon,Male,Arunachal West,Arunachal Pradesh,Congress (I)
Eighth Lok Sabha,Shri Simon Tigga,Male,Khunti-ST,Bihar,Congress (I)
Eighth Lok Sabha,Shri Piyus Tirkey,Male,Alipurduar-ST,West Bengal,Revolutionary Socialist Party
Eighth Lok Sabha,Smt. Usha Rani Tomar,Female,Aligarh,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Smt. Chandra Tripathi,Female,Chandauli,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Dr. Chandra Shekar Tripathi,Male,Khalilabad,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri V. Tulsi Ram,Male,Nagarkurnool-SC,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri Tarlochan Singh Tur,Male,Taran Taran,Punjab,Akali Dal
Eighth Lok Sabha,Shri Dharamvir Singh Tyagi,Male,Muzaffarnagar,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Jagdish Tytler,Male,Delhi Sadar,Delhi,Congress (I)
Eighth Lok Sabha,Shri K.P. Unnikrishnan,Male,Badagara,Kerala,Congress (S)
Eighth Lok Sabha,Shri Madhusudan Vairale,Male,Akola,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Mahant Deep Narain Van,Male,Balarampur,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Punam Chand Mithabhai Vankar,Male,Patan-SC,Gujarat,Congress (I)
Eighth Lok Sabha,Shri Nissankara Rao Venkataratnam,Male,Tenali,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri P.R.S. Venkatesan,Male,Cuddalore,Tamil Nadu,Congress (I)
Eighth Lok Sabha,Dr. V. Venkatesh,Male,Kolar-SC,Karnataka,Janata Party
Eighth Lok Sabha,Dr. C.S. Verma,Male,Khagaria,Bihar,Congress (I)
Eighth Lok Sabha,Smt. Usha Verma,Female,Kheri,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri V.S. Vijayaraghavan,Male,Palghat,Kerala,Congress (I)
Eighth Lok Sabha,Shri Vir Sen,Male,Khurja-SC,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Girdhari Lal Vyas,Male,Bhilwara,Rajasthan,Congress (I)
Eighth Lok Sabha,Shri Srikanta Datta Narasimharaja Wadiyar,Male,Mysore,Karnataka,Congress (I)
Eighth Lok Sabha,Shri Charanjit Singh Walia,Male,Patiala,Punjab,Akali Dal
Eighth Lok Sabha,Shri Mukul Balkrishna Wasnik,Male,Buldhana-SC,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Balram Singh Yadav,Male,Mainpuri,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Kailash Yadav,Male,Jalesar,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Mahabir Prasad Yadav,Male,Madhepura,Bihar,Congress (I)
Eighth Lok Sabha,Shri Ram Singh Yadav,Male,Alwar,Rajasthan,Congress (I)
Eighth Lok Sabha,Shri Ramrao Narayanrao Yadav,Male,Parbhani,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Shyamlal Yadav,Male,Varanasi,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Subhash Yadav,Male,Khargone,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Vijoy Kumar Yadav,Male,Nalanda,Bihar,Communist Party of India
Eighth Lok Sabha,Shri Deonandan Prasad Yadava,Male,Monghyr,Bihar,Congress (I)
Eighth Lok Sabha,Shri Yashpal Singh,Male,Saharanpur,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Dr. Golam Yazdani,Male,Raiganj,West Bengal,Congress (I)
Eighth Lok Sabha,Shri Yogeshwar Prasad Yogesh,Male,Chatra,Bihar,Congress (I)
Eighth Lok Sabha,Shri Abedin Zainal,Male,Jangipur,West Bengal,Communist Party of India (Marxist)
,
Ninth Lok Sabha,Shri A.K.A. Abdul Samad,Male,Vellore,Tamil Nadu,Congress (I)
Ninth Lok Sabha,Shri Basudeb Acharia,Male,Bankura,West Bengal,Communist Party of India (Marxist)
Ninth Lok Sabha,Shri Lourdusamy Adaikalaraj,Male,Tiruchirappalli,Tamil Nadu,Congress (I)
Ninth Lok Sabha,Shri Lal Krishna Advani,Male,New Delhi,Delhi,Bharatiya Janata Party
Ninth Lok Sabha,Shri Jai Prakash Agarwal,Male,Chandni Chowk,Delhi,Congress (I)
Ninth Lok Sabha,Shri Rajendra Agnihotri,Male,Jhansi,Uttar Pradesh,Bharatiya Janata Party
Ninth Lok Sabha,Dr. Daulatrao Aher,Male,Nashik,Maharashtra,Bharatiya Janata Party
Ninth Lok Sabha,Shri Kamaluddin Ahmed,Male,Hanamkonda,Andhra Pradesh,Congress (I)
Ninth Lok Sabha,Shri Ajay Singh,Male,Agra,Uttar Pradesh,Janata Dal
Ninth Lok Sabha,Shri Mobashar Jawed Akbar,Male,Kishanganj,Bihar,Congress (I)
Ninth Lok Sabha,Shri Vijayaraghavan Alampadan,Male,Palghat,Kerala,Communist Party of India (Marxist)
Ninth Lok Sabha,Shri Debananda Amat,Male,Sundergarh-ST,Odisha,Janata Dal
Ninth Lok Sabha,Shri Anand Singh,Male,Gonda,Uttar Pradesh,Congress (I)
Ninth Lok Sabha,Shri Era Anbarasu,Male,Madras Central,Tamil Nadu,Congress (I)
Ninth Lok Sabha,Shri Sai Prathap Annayyagari,Male,Rajampet,Andhra Pradesh,Congress (I)
Ninth Lok Sabha,Shri P.A. Antony,Male,Trichur,Kerala,Congress (I)
Ninth Lok Sabha,Shri Abdul Rehman Antulay,Male,Kolaba,Maharashtra,Congress (I)
Ninth Lok Sabha,Shri Anwar Ahmad,Male,Unnao,Uttar Pradesh,Janata Dal
Ninth Lok Sabha,Shri Basavaraj Patil Anwari,Male,Koppal,Karnataka,Janata Dal
Ninth Lok Sabha,Shri Chhabiram Argal,Male,Morena-SC,Madhya Pradesh,Bharatiya Janata Party
Ninth Lok Sabha,Shri Mookaiah Arunachalam,Male,Tenkasi-SC,Tamil Nadu,Congress (I)
Ninth Lok Sabha,Shri A. Ashokaraj,Male,Perambalur-SC,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Ninth Lok Sabha,Shri Dhanuskodi Athithan,Male,Tiruchendur,Tamil Nadu,Congress (I)
Ninth Lok Sabha,Sardar Atinder Pal Singh,Male,Patiala,Punjab,Nominated
Ninth Lok Sabha,Mahant Avedyanath,Male,Gorakhpur,Uttar Pradesh,Akhil Bharatiya Hindu Mahasabha
Ninth Lok Sabha,Shri Arif Baig,Male,Betul,Madhya Pradesh,Bharatiya Janata Party
Ninth Lok Sabha,Shri Ramesh Bais,Male,Raipur,Madhya Pradesh,Bharatiya Janata Party
Ninth Lok Sabha,Shri Mahendra Baitha,Male,Bagaha-SC,Bihar,Janata Dal
Ninth Lok Sabha,Dr. Rajendra Kumari Bajpai,Female,Sitapur,Uttar Pradesh,Congress (I)
Ninth Lok Sabha,Dr. Asim Bala,Male,Nabadwip-SC,West Bengal,Communist Party of India (Marxist)
